EmployeeID,Gender,Age,Education,EducationType,MaritalStatus,TotalCompanies,TotalExperience,DistanceToOffice,Department,Traveltype_last_year,BillingRate,MonthlyIncome,Years_at_Company,Years_InCurrentRole,LastSalaryHike,PotentialReview,PerformanceReview,SatisfactionScore,JobRole_SatisfactionScore,Overall_SatisfactionScore
AB0519,Male,36,Graduation,Economics,Single,4,9,5,ClientSolutions,No,119,3495,7,3,16,Medium,Met Expectations,Passive,Passive,Promoter
AB0520,Male,27,Under Graduation,Marketing / Finance,Single,9,12,9,ClientSolutions,Conference,136,14763,5,4,21,High,Exceed Expectations,Passive,Passive,Passive
AB0521,Female,38,Graduation,Bio-technology,Divorced,3,33,3,BusinessDevelopment,Conference,160,14501,25,22,15,Very High,Met Expectations,Detractor,Detractor,Promoter
AB0522,Male,30,Graduation,Marketing / Finance,Divorced,5,17,6,ClientSolutions,Conference,160,6571,9,9,16,Very High,Met Expectations,Passive,Detractor,Detractor
AB0523,Female,33,Masters / PHD,Bio-technology,Married,7,8,18,ClientSolutions,Conference,59,2822,3,3,18,Medium,Met Expectations,Detractor,Passive,Passive
AB0524,Female,21,Graduation,Economics,Divorced,1,8,1,ClientSolutions,LongTermProject,179,7195,8,7,20,High,Exceed Expectations,Passive,Passive,Detractor
AB0525,Male,24,Under Graduation,Economics,Single,1,9,3,ClientSolutions,LongTermProject,67,8520,8,3,18,High,Met Expectations,Detractor,Promoter,Passive
AB0526,Male,25,Under Graduation,Economics,Married,1,22,14,ClientSolutions,Conference,155,7240,21,10,18,High,Met Expectations,Passive,Promoter,Detractor
AB0527,Male,29,Masters / PHD,Economics,Single,12,13,5,ClientSolutions,LongTermProject,152,4150,7,5,15,Medium,Met Expectations,Passive,Promoter,Passive
AB0528,Female,38,Graduation,Economics,Single,12,30,1,ClientSolutions,Conference,74,5922,1,0,16,High,Met Expectations,Detractor,Promoter,Promoter
AB0529,Female,15,Graduation,Marketing / Finance,Single,1,0,11,BusinessDevelopment,Conference,98,1349,0,0,15,Medium,Met Expectations,Promoter,Passive,Detractor
AB0530,Female,17,Under Graduation,Bio-technology,Single,1,8,1,BusinessDevelopment,Conference,157,3539,7,4,18,High,Met Expectations,Detractor,Passive,Passive
AB0531,Male,48,Masters / PHD,Economics,Divorced,1,40,2,ClientSolutions,No,132,19640,40,8,14,High,Met Expectations,Detractor,Detractor,Promoter
AB0532,Male,18,Under Graduation,Economics,Divorced,1,9,2,ClientSolutions,LongTermProject,84,5731,9,9,18,Very High,Met Expectations,Promoter,Detractor,Passive
AB0533,Male,31,Masters / PHD,Phycology / Behavior Sciences,Single,1,13,1,ClientSolutions,Conference,79,2975,13,12,16,High,Met Expectations,Promoter,Promoter,Passive
AB0534,Male,43,Masters / PHD,Marketing / Finance,Single,5,16,1,ClientSolutions,LongTermProject,195,5942,5,3,15,High,Met Expectations,Passive,Passive,Passive
AB0535,Female,32,Masters / PHD,Bio-technology,Married,12,8,3,BusinessDevelopment,No,207,7188,4,3,17,High,Met Expectations,Passive,Passive,Promoter
AB0536,Male,21,Under Graduation,Economics,Divorced,1,1,23,ClientSolutions,Conference,148,2982,1,0,22,High,Exceed Expectations,Promoter,Passive,Passive
AB0537,Male,29,Graduation,Economics,Married,1,1,3,ClientSolutions,No,88,1438,1,0,19,Medium,Met Expectations,Passive,Passive,Passive
AB0538,Male,49,Masters / PHD,Bio-technology,Married,1,44,3,BusinessDevelopment,Conference,93,18472,44,8,14,Medium,Met Expectations,Passive,Detractor,Detractor
AB0539,Female,33,Graduation,Economics,Single,10,10,1,BusinessDevelopment,Conference,131,6592,8,5,14,High,Met Expectations,Passive,Promoter,Promoter
AB0540,Female,22,Graduation,Bio-technology,Single,4,8,14,BusinessDevelopment,Conference,175,10814,3,0,14,High,Met Expectations,Promoter,Passive,Promoter
AB0541,Female,13,Under Graduation,Bio-technology,Single,1,1,1,BusinessDevelopment,ClientEngagement,65,2580,0,0,21,Low,Exceed Expectations,Passive,Detractor,Detractor
AB0542,Female,26,Graduation,Economics,Married,3,8,3,BusinessDevelopment,Conference,166,4336,5,4,14,High,Met Expectations,Passive,Passive,Detractor
AB0543,Female,50,Masters / PHD,Marketing / Finance,Married,5,35,1,ClientSolutions,No,99,14217,4,3,20,Medium,Exceed Expectations,Detractor,Passive,Promoter
AB0544,Male,38,Masters / PHD,Economics,Married,10,10,1,ClientSolutions,Conference,81,2668,1,0,20,High,Met Expectations,Detractor,Promoter,Passive
AB0545,Female,25,Under Graduation,Marketing / Finance,Single,1,10,19,ClientSolutions,LongTermProject,69,2392,10,1,16,High,Met Expectations,Passive,Promoter,Detractor
AB0546,Male,28,Graduation,Marketing / Finance,Single,3,8,8,ClientSolutions,Conference,76,4854,5,4,15,Very High,Met Expectations,Promoter,Passive,Detractor
AB0547,Male,57,Masters / PHD,Marketing / Finance,Divorced,4,25,1,ClientSolutions,Conference,56,11940,1,0,20,Low,Exceed Expectations,Passive,Promoter,Passive
AB0548,Male,29,Masters / PHD,Marketing / Finance,Divorced,3,12,12,BusinessDevelopment,Conference,205,4667,4,1,18,High,Met Expectations,Passive,Detractor,Passive
AB0549,Male,33,Graduation,Economics,Single,1,12,2,ClientSolutions,Conference,63,5135,12,10,16,Low,Met Expectations,Passive,Promoter,Passive
AB0550,Female,61,Masters / PHD,Marketing / Finance,Married,4,47,16,ClientSolutions,Conference,84,19096,13,10,24,High,Exceed Expectations,Passive,Passive,Passive
AB0551,Female,34,Graduation,Economics,Married,3,22,2,ClientSolutions,Conference,153,5758,7,4,16,Very High,Met Expectations,Passive,Promoter,Passive
AB0552,Female,25,Masters / PHD,Marketing / Finance,Married,1,10,3,ClientSolutions,Conference,208,4871,10,9,22,Very High,Exceed Expectations,Detractor,Promoter,Passive
AB0553,Female,40,Masters / PHD,Bio-technology,Married,1,13,1,BusinessDevelopment,Conference,95,8016,13,10,16,High,Met Expectations,Passive,Passive,Detractor
AB0554,Male,22,Under Graduation,Bio-technology,Married,1,5,2,BusinessDevelopment,Conference,54,4497,4,3,16,High,Met Expectations,Passive,Passive,Detractor
AB0555,Female,43,Masters / PHD,Economics,Single,1,13,31,ClientSolutions,LongTermProject,94,2450,13,4,14,High,Met Expectations,Promoter,Promoter,Promoter
AB0556,Female,34,Graduation,Economics,Single,4,21,6,BusinessDevelopment,Conference,109,14901,1,0,19,High,Met Expectations,Promoter,Promoter,Passive
AB0557,Female,15,Under Graduation,Bio-technology,Single,1,4,1,BusinessDevelopment,ClientEngagement,82,2415,4,3,14,Medium,Met Expectations,Detractor,Passive,Passive
AB0558,Male,32,Graduation,Marketing / Finance,Divorced,1,25,1,ClientSolutions,Conference,137,10551,23,13,18,Very High,Met Expectations,Passive,Promoter,Detractor
AB0559,Male,38,Graduation,Economics,Married,8,34,2,ClientSolutions,Conference,122,19572,4,3,16,High,Met Expectations,Detractor,Passive,Passive
AB0560,Female,26,Graduation,Economics,Married,9,17,1,ClientSolutions,Conference,55,2998,12,9,20,High,Met Expectations,Detractor,Detractor,Detractor
AB0561,Male,43,Masters / PHD,Marketing / Finance,Married,8,8,2,ClientSolutions,Conference,39,3380,1,0,16,High,Met Expectations,Promoter,Passive,Passive
AB0562,Male,31,Masters / PHD,Economics,Married,1,20,29,ClientSolutions,Conference,88,5732,20,18,15,High,Met Expectations,Passive,Passive,Passive
AB0563,Female,16,Graduation,Economics,Single,1,1,27,ClientSolutions,Conference,32,3312,1,0,15,Low,Met Expectations,Passive,Promoter,Promoter
AB0564,Male,42,Graduation,Economics,Single,9,30,6,ClientSolutions,Conference,83,21405,26,23,16,High,Met Expectations,Detractor,Passive,Passive
AB0565,Female,42,Graduation,Economics,Married,3,40,3,ClientSolutions,Conference,177,18143,7,3,16,High,Met Expectations,Promoter,Promoter,Promoter
AB0566,Male,31,Graduation,Bio-technology,Married,4,12,30,ClientSolutions,Conference,131,6885,9,9,19,High,Met Expectations,Promoter,Promoter,Detractor
AB0567,Male,29,Graduation,Phycology / Behavior Sciences,Single,4,22,7,ClientSolutions,Conference,115,11216,10,7,21,High,Exceed Expectations,Passive,Passive,Passive
AB0568,Male,53,Masters / PHD,Economics,Divorced,1,17,1,ClientSolutions,No,100,6934,17,16,21,High,Exceed Expectations,Passive,Passive,Detractor
AB0569,Female,30,Graduation,Economics,Married,5,8,1,ClientSolutions,Conference,40,2818,3,3,16,High,Met Expectations,Promoter,Passive,Passive
AB0570,Male,22,Graduation,Phycology / Behavior Sciences,Divorced,1,9,18,ClientSolutions,Conference,158,4484,9,9,14,Medium,Met Expectations,Promoter,Detractor,Detractor
AB0571,Female,44,Graduation,Marketing / Finance,Single,8,12,11,ClientSolutions,Conference,19,4893,7,3,20,High,Exceed Expectations,Passive,Detractor,Promoter
AB0572,Female,19,Graduation,Economics,Married,1,1,9,BusinessDevelopment,No,99,2260,1,0,16,High,Met Expectations,Promoter,Passive,Passive
AB0573,Male,25,Graduation,Bio-technology,Divorced,5,17,7,BusinessDevelopment,Conference,84,8291,9,9,15,High,Met Expectations,Promoter,Promoter,Passive
AB0574,Male,18,Under Graduation,Bio-technology,Married,1,7,4,BusinessDevelopment,Conference,63,4692,7,3,15,Medium,Met Expectations,Passive,Detractor,Detractor
AB0575,Female,45,Masters / PHD,Economics,Single,5,9,10,ClientSolutions,Conference,31,2339,3,3,15,High,Met Expectations,Passive,Passive,Passive
AB0576,Female,32,Masters / PHD,Economics,Single,1,17,7,ClientSolutions,Conference,63,13155,16,8,14,High,Met Expectations,Detractor,Passive,Passive
AB0577,Female,43,Masters / PHD,Economics,Married,1,20,7,BusinessDevelopment,No,158,6154,20,13,16,Very High,Met Expectations,Passive,Passive,Promoter
AB0578,Male,36,Graduation,Marketing / Finance,Single,12,13,4,ClientSolutions,Conference,76,6526,7,3,15,High,Inconsistent,Promoter,Passive,Promoter
AB0579,Female,30,Graduation,Bio-technology,Divorced,1,22,9,ClientSolutions,Conference,148,11079,22,18,16,High,Inconsistent,Passive,Passive,Passive
AB0580,Female,49,Masters / PHD,Economics,Married,10,12,8,ClientSolutions,Conference,199,3481,7,3,20,High,Exceed Expectations,Promoter,Passive,Passive
AB0581,Female,29,Masters / PHD,Economics,Divorced,1,13,2,BusinessDevelopment,No,88,10812,13,10,20,High,Met Expectations,Promoter,Passive,Detractor
AB0582,Male,33,Graduation,Phycology / Behavior Sciences,Divorced,4,26,27,BusinessDevelopment,No,133,11993,1,0,17,Low,Met Expectations,Passive,Detractor,Passive
AB0583,Male,41,Graduation,Bio-technology,Married,5,35,9,BusinessDevelopment,Conference,32,21179,1,0,18,High,Met Expectations,Passive,Passive,Promoter
AB0584,Male,34,Masters / PHD,Economics,Married,8,13,27,ClientSolutions,Conference,203,5885,4,3,16,High,Met Expectations,Detractor,Passive,Passive
AB0585,Female,40,Graduation,Marketing / Finance,Divorced,5,22,18,ClientSolutions,Conference,56,2866,3,3,18,High,Met Expectations,Promoter,Detractor,Passive
AB0586,Female,25,Graduation,Economics,Single,1,4,1,BusinessDevelopment,ClientEngagement,129,2555,4,3,14,High,Met Expectations,Promoter,Passive,Detractor
AB0587,Male,21,Graduation,Economics,Married,8,8,2,ClientSolutions,LongTermProject,41,2270,4,3,16,High,Met Expectations,Detractor,Detractor,Passive
AB0588,Female,35,Graduation,Bio-technology,Single,10,9,10,BusinessDevelopment,Conference,166,5884,5,4,16,Low,Met Expectations,Detractor,Passive,Passive
AB0589,Male,20,Under Graduation,Bio-technology,Married,1,13,1,ClientSolutions,No,163,4761,13,9,16,High,Met Expectations,Promoter,Passive,Detractor
AB0590,Male,36,Graduation,Economics,Divorced,4,25,23,ClientSolutions,LongTermProject,112,3494,1,0,22,High,Exceed Expectations,Promoter,Passive,Promoter
AB0591,Male,29,Graduation,Marketing / Finance,Divorced,3,17,9,ClientSolutions,Conference,108,9713,4,3,14,Medium,Met Expectations,Passive,Passive,Passive
AB0592,Male,30,Graduation,Bio-technology,Married,5,22,2,BusinessDevelopment,Conference,68,10539,4,0,14,High,Met Expectations,Promoter,Passive,Passive
AB0593,Male,16,Graduation,Bio-technology,Single,1,3,20,BusinessDevelopment,Conference,79,2966,3,1,18,Very High,Met Expectations,Passive,Promoter,Promoter
AB0594,Male,34,Graduation,Economics,Single,5,10,7,ClientSolutions,Conference,138,4377,0,0,16,High,Met Expectations,Promoter,Passive,Promoter
AB0595,Male,40,Masters / PHD,Economics,Married,1,21,19,ClientSolutions,Conference,118,5733,21,20,14,Very High,Met Expectations,Passive,Detractor,Promoter
AB0596,Male,37,Graduation,Phycology / Behavior Sciences,Married,1,33,1,ClientSolutions,Conference,31,21038,31,0,14,Very High,Met Expectations,Passive,Promoter,Passive
AB0597,Male,30,Graduation,Marketing / Finance,Divorced,9,10,5,ClientSolutions,Conference,142,6979,8,3,18,High,Met Expectations,Promoter,Promoter,Passive
AB0598,Female,38,Graduation,Marketing / Finance,Married,3,25,5,BusinessDevelopment,ClientEngagement,84,2941,12,9,14,High,Met Expectations,Promoter,Promoter,Passive
AB0599,Male,25,Graduation,Marketing / Finance,Divorced,1,5,3,ClientSolutions,No,116,3389,5,3,16,High,Met Expectations,Passive,Detractor,Promoter
AB0600,Male,30,Masters / PHD,Phycology / Behavior Sciences,Divorced,10,8,11,BusinessDevelopment,No,221,5185,5,3,15,Very High,Met Expectations,Promoter,Passive,Promoter
AB0601,Male,38,Masters / PHD,Phycology / Behavior Sciences,Divorced,4,14,9,ClientSolutions,No,99,4384,10,9,14,High,Met Expectations,Promoter,Passive,Passive
AB0602,Male,32,Masters / PHD,Economics,Married,12,12,1,ClientSolutions,Conference,203,6035,3,3,18,High,Inconsistent,Passive,Promoter,Passive
AB0603,Male,21,Graduation,Economics,Married,1,10,1,BusinessDevelopment,Conference,113,5829,10,9,18,High,Met Expectations,Passive,Passive,Passive
AB0604,Male,30,Graduation,Economics,Single,1,8,10,ClientSolutions,LongTermProject,145,7145,8,7,16,Medium,Inconsistent,Passive,Passive,Passive
AB0605,Female,50,Masters / PHD,Economics,Single,8,43,25,ClientSolutions,Conference,15,15650,16,12,19,High,Met Expectations,Promoter,Promoter,Passive
AB0606,Male,44,Masters / PHD,Marketing / Finance,Single,9,22,1,ClientSolutions,Conference,97,10313,5,3,18,High,Met Expectations,Promoter,Promoter,Promoter
AB0607,Female,17,Graduation,Economics,Single,1,1,11,ClientSolutions,Conference,162,1586,1,0,16,Very High,Met Expectations,Passive,Detractor,Detractor
AB0608,Male,39,Masters / PHD,Economics,Married,4,8,12,ClientSolutions,Conference,25,5250,1,0,14,Very High,Met Expectations,Passive,Promoter,Detractor
AB0609,Female,36,Graduation,Economics,Married,1,13,18,ClientSolutions,Conference,66,6496,12,10,16,Medium,Met Expectations,Passive,Promoter,Promoter
AB0610,Male,22,Under Graduation,Economics,Divorced,1,7,25,ClientSolutions,Conference,73,3221,7,3,18,High,Met Expectations,Detractor,Passive,Promoter
AB0611,Female,34,Masters / PHD,Bio-technology,Married,5,14,12,BusinessDevelopment,Conference,49,6213,4,3,16,Medium,Met Expectations,Passive,Detractor,Detractor
AB0612,Male,32,Masters / PHD,Marketing / Finance,Divorced,1,12,12,BusinessDevelopment,Conference,186,9473,10,9,19,High,Met Expectations,Promoter,Detractor,Passive
AB0613,Male,41,Graduation,Bio-technology,Divorced,5,26,27,BusinessDevelopment,Conference,50,11908,4,3,16,Medium,Met Expectations,Promoter,Detractor,Passive
AB0614,Male,39,Under Graduation,Marketing / Finance,Single,5,16,2,BusinessDevelopment,Conference,47,5680,12,9,18,High,Met Expectations,Passive,Promoter,Passive
AB0615,Male,43,Masters / PHD,Bio-technology,Divorced,1,13,1,ClientSolutions,Conference,81,8175,13,10,15,High,Met Expectations,Detractor,Passive,Detractor
AB0616,Male,55,Masters / PHD,Economics,Married,3,30,15,ClientSolutions,LongTermProject,182,17303,3,3,16,High,Met Expectations,Detractor,Passive,Passive
AB0617,Male,21,Graduation,Marketing / Finance,Married,1,7,11,ClientSolutions,LongTermProject,59,5222,7,4,16,High,Met Expectations,Detractor,Detractor,Passive
AB0618,Male,42,Masters / PHD,Phycology / Behavior Sciences,Married,5,34,3,ClientSolutions,Conference,197,21378,3,3,15,High,Met Expectations,Promoter,Promoter,Detractor
AB0619,Male,24,Graduation,Marketing / Finance,Single,1,13,8,ClientSolutions,Conference,15,2450,13,0,16,Medium,Met Expectations,Promoter,Passive,Detractor
AB0620,Male,26,Graduation,Marketing / Finance,Divorced,1,12,9,BusinessDevelopment,ClientEngagement,82,5142,10,9,18,Low,Met Expectations,Promoter,Promoter,Promoter
AB0621,Male,30,Masters / PHD,Marketing / Finance,Married,1,18,4,BusinessDevelopment,Conference,157,11411,18,10,14,Low,Met Expectations,Detractor,Promoter,Promoter
AB0622,Female,33,Graduation,Economics,Single,5,29,26,BusinessDevelopment,No,179,14467,1,0,18,Very High,Exceed Expectations,Passive,Passive,Promoter
AB0623,Male,19,Under Graduation,Bio-technology,Married,7,8,1,ClientSolutions,LongTermProject,51,4738,3,3,20,Medium,Met Expectations,Passive,Detractor,Passive
AB0624,Female,62,Masters / PHD,Economics,Single,4,48,19,BusinessDevelopment,Conference,161,18449,13,12,22,High,Exceed Expectations,Promoter,Passive,Promoter
AB0625,Male,34,Graduation,Phycology / Behavior Sciences,Single,10,31,8,ClientSolutions,Conference,126,21488,1,0,22,Medium,Exceed Expectations,Promoter,Promoter,Promoter
AB0626,Male,38,Masters / PHD,Economics,Married,1,13,1,ClientSolutions,Conference,201,2980,13,12,15,High,Met Expectations,Passive,Promoter,Promoter
AB0627,Male,55,Masters / PHD,Economics,Divorced,3,16,1,ClientSolutions,No,59,6227,7,4,16,Low,Met Expectations,Promoter,Passive,Promoter
AB0628,Male,37,Graduation,Marketing / Finance,Single,7,12,27,ClientSolutions,Conference,160,3812,8,7,16,High,Met Expectations,Passive,Promoter,Passive
AB0629,Male,25,Graduation,Economics,Married,4,16,21,ClientSolutions,LongTermProject,65,10782,1,0,15,High,Met Expectations,Detractor,Passive,Detractor
AB0630,Female,40,Masters / PHD,Economics,Divorced,4,10,1,ClientSolutions,Conference,30,2854,7,3,18,High,Met Expectations,Passive,Detractor,Passive
AB0631,Female,38,Graduation,Marketing / Finance,Divorced,7,26,2,ClientSolutions,Conference,117,5582,7,0,16,High,Met Expectations,Detractor,Promoter,Passive
AB0632,Male,20,Under Graduation,Marketing / Finance,Married,1,13,8,ClientSolutions,Conference,78,5567,13,9,17,Medium,Met Expectations,Passive,Promoter,Passive
AB0633,Male,15,Under Graduation,Bio-technology,Single,1,1,7,BusinessDevelopment,Conference,37,2967,1,0,16,High,Met Expectations,Passive,Passive,Passive
AB0634,Male,35,Masters / PHD,Phycology / Behavior Sciences,Divorced,5,9,6,Support,Conference,121,2304,4,3,22,High,Met Expectations,Passive,Detractor,Promoter
AB0635,Female,46,Masters / PHD,Economics,Married,9,29,1,BusinessDevelopment,Conference,183,18187,23,21,18,High,Met Expectations,Passive,Detractor,Passive
AB0636,Female,30,Masters / PHD,Bio-technology,Married,1,18,1,BusinessDevelopment,Conference,120,11436,18,13,20,High,Met Expectations,Passive,Promoter,Passive
AB0637,Male,29,Under Graduation,Economics,Divorced,4,16,9,BusinessDevelopment,Conference,87,8993,12,9,16,High,Met Expectations,Passive,Passive,Passive
AB0638,Female,36,Graduation,Marketing / Finance,Married,1,13,11,ClientSolutions,Conference,75,8763,13,9,14,High,Met Expectations,Detractor,Promoter,Promoter
